LINE_ID
KESWICK_190004_BR3001_190230~1
KESWICK_190004_LEPRAU_190231~1
ORRINGTON_100002_BR3016_190237~1
LEPRAU_190231_BR3016_190237~1
EM_396_MPCO_100050_MPCO_396_EM_100052~1
KESWICK_190004_BR3001_190230~1
CHASES L_137928_ADRON B1_147835~1
PORTER 2_137210_CHASES L_137928~1
PORTER 2_137210_ADRON B2_147836~1
B31L_SW_J_155078_RAISIN_R_J31_155112~1
HAWTHORNE_TS_154050_CRYSLER_J2_154088~1
CRYSLER_J2_154088_RAISIN_R_J24_155114~1
MOSES W_147840_WILLIS W_147846~1
CHASES L_137928_ADRON B1_147835~1
PORTER 2_137210_CHASES L_137928~1
PORTER 2_137210_ADRON B2_147836~1
ADRON B2_147836_MOSES W_147840~1
MARCY765_147827_MASS 765_147828~1
BECK_#2_TS_157052_HANNON_JQ29H_158105~1
BECK_#2_TS_157052_NIA_WEST_J25_157070~1
NIA_WEST_J25_157070_HANNON_JQ25B_158104~1
NIAG 345_147834_Q545A_DYSI_A_148770~2
ROBIN230_130766_NIAGAR2E_147841~1
Q545A_DYSI_A_148770_Q721-POI_149914~1
ROCH 345_149000_PANNELL3_149001~2
CLAY_136150_PANNELL3_149001~2
SAWYER78_135304_78SR_135617~2
SAWYER77_135303_77SR_135616~1
SAWYER78_135304_HUNTLEY2_135414~2
SAWYER80_135305_SUNY-80_135419~1
SAWYER77_135303_HUNTLEY2_135414~1
GRDNVL2_135413_SUNY-79_135418~1
ROBIN230_130766_STOLE230_130767~1
Q545A_ESTSTO_135001_5MILE345_135398~1
STOLE230_130767_SHLDN230_130770~1
SHLDN230_130770_STNY CRK_230_135203~1
WTHRS230_131122_STNY CRK_230_135203~1
S PERRY_130861_WTHRS230_131122~1
MEYER230_130764_S PERRY_130861~1
EM_3001_MCO_100051_BR3001_190230~1
